,Posicao 0,Posicao 1,Posicao 2,Posicao 3,Posicao 4,Posicao 5,Posicao 6,Posicao 7,OFF,MANUAL,AUTO,COMISSIONAMENTO,Dia,Backtracking,Bateria OK,Bateria Insuficiente,Bateria Minimo,Bateria Critico,OK,Botao de Emergencia,Horario não Configurado,Falha na Comunicação,Posição fora do Intervalo,Velocidade Baixa,Undervoltage no Motor,Eixo Bloqueado,Sobrecorrente no Motor,Sobrecorrente na Entrada,Undervoltage na Entrada,Alarme 11,Alarme 12,Alarme 13,Alarme 14,Alarme 15,TensaoPainel,CorrentePainel,PosicaoAngular,AnguloCalculado,CorrenteMotor,EstadoBateria,Reserva
44,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09266344090011502,0.08719855095566986,20.996414129854276,17.254901960784313,0
45,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09266344090011502,0.08719855095566986,20.996414129854276,17.647058823529413,0
46,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09180056354046595,0.08719855095566986,20.996414129854276,18.03921568627451,0
47,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09141706249173298,0.08719855095566986,20.996414129854276,18.43137254901961,0
48,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09180056354046595,0.08719855095566986,20.996414129854276,18.823529411764707,0
49,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09189643880264908,0.08719855095566986,20.996414129854276,19.215686274509807,0
50,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.0908418109186333,0.08719855095566986,20.996414129854276,19.607843137254903,0
51,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09026655934553363,0.08719855095566986,20.996414129854276,20.0,0
52,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09045830986990033,0.08719855095566986,0.0,20.392156862745097,0
53,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.01327534905012584,0.08969130777243439,0.08719855095566986,0.0,20.784313725490197,0
54,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09141706249173298,0.08719855095566986,0.0,21.176470588235293,0
55,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09141706249173298,0.08719855095566986,0.0,21.568627450980394,0
56,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09180056354046595,0.08719855095566986,0.0,21.96078431372549,0
57,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09189643880264908,0.08719855095566986,0.0,22.35294117647059,0
58,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09074593565645017,0.08719855095566986,0.0,22.745098039215687,0
59,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09103356144300001,0.08719855095566986,0.0,23.137254901960784,0
60,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.0908418109186333,0.08719855095566986,0.0,23.52941176470588,0
61,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09074593565645017,0.08719855095566986,0.0,23.92156862745098,0
62,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.08930780672370142,0.08719855095566986,0.0,24.313725490196077,0
63,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.08863667988841861,0.08719855095566986,0.0,24.705882352941178,0
64,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.0901706840833505,0.08719855095566986,0.0,25.098039215686274,0
65,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.08930780672370142,0.08719855095566986,0.0,25.49019607843137,0
66,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.0903624346077172,0.08719855095566986,0.0,25.882352941176475,0
67,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.0908418109186333,0.08719855095566986,0.0,26.27450980392157,0
68,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09055418513208346,0.08719855095566986,9.994659342336156,26.666666666666668,0
69,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.01327534905012584,0.09122531196736627,0.08719855095566986,9.994659342336156,27.058823529411764,0
70,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09151293775391611,0.08719855095566986,9.994659342336156,27.450980392156865,0
71,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09141706249173298,0.08719855095566986,9.994659342336156,27.84313725490196,0
72,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.01327534905012584,0.09065006039426704,0.08719855095566986,9.994659342336156,28.235294117647058,0
73,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09093768618081643,0.08719855095566986,9.994659342336156,28.627450980392155,0
74,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09170468827828282,0.08719855095566986,9.994659342336156,29.01960784313726,0
75,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09170468827828282,0.08719855095566986,9.994659342336156,29.411764705882355,0
76,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09103356144300001,0.08719855095566986,9.994659342336156,29.80392156862745,0
77,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09141706249173298,0.08719855095566986,9.994659342336156,30.19607843137255,0
78,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09160881301609924,0.08719855095566986,9.994659342336156,30.58823529411765,0
79,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09170468827828282,0.08719855095566986,9.994659342336156,30.980392156862745,0
80,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.0903624346077172,0.08719855095566986,9.994659342336156,31.372549019607842,0
81,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.08988305829680066,0.08719855095566986,9.994659342336156,31.76470588235294,0
82,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09151293775391611,0.08719855095566986,9.994659342336156,32.15686274509804,0
83,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,-0.01327534905012584,0.0913211872295494,0.08719855095566986,9.994659342336156,32.549019607843135,0
84,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09227993985138205,0.08719855095566986,9.994659342336156,32.94117647058823,0
85,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09189643880264908,0.08719855095566986,9.994659342336156,33.33333333333333,0
86,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09266344090011502,0.08719855095566986,9.994659342336156,33.72549019607843,0
87,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09180056354046595,0.08719855095566986,9.994659342336156,34.11764705882353,0
88,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09141706249173298,0.08719855095566986,9.994659342336156,34.509803921568626,0
89,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09170468827828282,0.08719855095566986,9.994659342336156,34.90196078431372,0
90,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09227993985138205,0.08719855095566986,9.994659342336156,35.294117647058826,0
91,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.0927593161622986,0.08719855095566986,9.994659342336156,35.68627450980392,0
92,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.0908418109186333,0.08719855095566986,0.0,36.07843137254902,0
93,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09074593565645017,0.08719855095566986,0.0,36.470588235294116,0
94,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09227993985138205,0.08719855095566986,9.994659342336156,36.86274509803922,0
95,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09256756563793189,0.08719855095566986,9.994659342336156,37.254901960784316,0
96,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09170468827828282,0.08719855095566986,9.994659342336156,37.64705882352941,0
97,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09160881301609924,0.08719855095566986,9.994659342336156,38.03921568627451,0
98,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09256756563793189,0.08719855095566986,9.994659342336156,38.43137254901961,0
99,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09285519142448173,0.08719855095566986,9.994659342336156,38.82352941176471,0
100,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09256756563793189,0.08719855095566986,9.994659342336156,0.0,0
101,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09285519142448173,0.08719855095566986,9.994659342336156,0.39215686274509803,0
102,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09285519142448173,0.08719855095566986,9.994659342336156,0.7843137254901961,0
103,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.0927593161622986,0.08719855095566986,9.994659342336156,1.1764705882352942,0
104,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09247169037574876,0.08719855095566986,9.994659342336156,1.5686274509803921,0
105,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09247169037574876,0.08719855095566986,9.994659342336156,1.9607843137254901,0
106,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.0937180687841308,0.08719855095566986,0.0,2.3529411764705883,0
107,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09352631825976454,0.08719855095566986,0.0,2.7450980392156863,0
108,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.662165255207141,-0.01327534905012584,0.09180056354046595,0.08719855095566986,9.994659342336156,3.1372549019607843,0
109,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,-0.01327534905012584,0.09180056354046595,0.08719855095566986,9.994659342336156,3.5294117647058822,0
